"id","book","book_num","chapter","chapter_num","character","character_words","scene_description","writer","director","imdb_rating","new_scene","scene_id"
104,"Water",1,"The Boy in the Iceberg",1,"Katara","Okay. Just curious.  Good night.","[She slants her eyes in disappointment for a second before smiling again at Aang.]","‎Michael Dante DiMartino, Bryan Konietzko, Aaron Ehasz, Peter Goldfinger, Josh Stolberg","Dave Filoni",8.1,0,30
105,"Water",1,"The Boy in the Iceberg",1,"Aang","Sleep tight.",NA,"‎Michael Dante DiMartino, Bryan Konietzko, Aaron Ehasz, Peter Goldfinger, Josh Stolberg","Dave Filoni",8.1,0,30
107,"Water",1,"The Boy in the Iceberg",1,"Katara","Aang? Aang! Wake up.  It's okay, we're in the village now! Come on, get ready.  Everyone's waiting to meet you.","[Aang shoots up, throwing the covers of his body and gasping for air. Katara perches beside him and stands up as she sees that Aang is awake.]","‎Michael Dante DiMartino, Bryan Konietzko, Aaron Ehasz, Peter Goldfinger, Josh Stolberg","Dave Filoni",8.1,0,31
107,"Water",1,"The Boy in the Iceberg",1,"Katara","Aang? Aang! Wake up.  It's okay, we're in the village now! Come on, get ready.  Everyone's waiting to meet you.","[She points to the door of the tent.]","‎Michael Dante DiMartino, Bryan Konietzko, Aaron Ehasz, Peter Goldfinger, Josh Stolberg","Dave Filoni",8.1,0,31
109,"Water",1,"The Boy in the Iceberg",1,"Katara","Aang, this is the entire village.  Entire village, Aang.","[Points to the line of villagers in front of them.]","‎Michael Dante DiMartino, Bryan Konietzko, Aaron Ehasz, Peter Goldfinger, Josh Stolberg","Dave Filoni",8.1,0,32
111,"Water",1,"The Boy in the Iceberg",1,"Aang","Uh, why are they all looking at me like that? Did Appa sneeze on me?","[Uncomfortably.]","‎Michael Dante DiMartino, Bryan Konietzko, Aaron Ehasz, Peter Goldfinger, Josh Stolberg","Dave Filoni",8.1,0,33
113,"Water",1,"The Boy in the Iceberg",1,"Kanna","Well, no one has seen an airbender in a hundred years. We thought they were extinct, until my granddaughter and grandson found you.",NA,"‎Michael Dante DiMartino, Bryan Konietzko, Aaron Ehasz, Peter Goldfinger, Josh Stolberg","Dave Filoni",8.1,0,34
114,"Water",1,"The Boy in the Iceberg",1,"Aang","Extinct?","[Shocked disbelief.]","‎Michael Dante DiMartino, Bryan Konietzko, Aaron Ehasz, Peter Goldfinger, Josh Stolberg","Dave Filoni",8.1,0,34
115,"Water",1,"The Boy in the Iceberg",1,"Katara","Aang, this is my grandmother.","[Gesturing.]","‎Michael Dante DiMartino, Bryan Konietzko, Aaron Ehasz, Peter Goldfinger, Josh Stolberg","Dave Filoni",8.1,0,34
116,"Water",1,"The Boy in the Iceberg",1,"Kanna","Call me Gran-Gran.",NA,"‎Michael Dante DiMartino, Bryan Konietzko, Aaron Ehasz, Peter Goldfinger, Josh Stolberg","Dave Filoni",8.1,0,34
118,"Water",1,"The Boy in the Iceberg",1,"Sokka","What is this, a weapon? You can't stab anything with this!","[Annoyed.]","‎Michael Dante DiMartino, Bryan Konietzko, Aaron Ehasz, Peter Goldfinger, Josh Stolberg","Dave Filoni",8.1,0,35
119,"Water",1,"The Boy in the Iceberg",1,"Aang","It's not for stabbing! It's for airbending.","[Aang uses a small air current to get his staff back.]","‎Michael Dante DiMartino, Bryan Konietzko, Aaron Ehasz, Peter Goldfinger, Josh Stolberg","Dave Filoni",8.1,0,35
119,"Water",1,"The Boy in the Iceberg",1,"Aang","It's not for stabbing! It's for airbending.","[He opens his staff into a glider, making Sokka gasp in fright and cover his head with his hands.]","‎Michael Dante DiMartino, Bryan Konietzko, Aaron Ehasz, Peter Goldfinger, Josh Stolberg","Dave Filoni",8.1,0,35
120,"Water",1,"The Boy in the Iceberg",1,"Village girl","Magic trick! Do it again!","[Excited.]","‎Michael Dante DiMartino, Bryan Konietzko, Aaron Ehasz, Peter Goldfinger, Josh Stolberg","Dave Filoni",8.1,0,35
121,"Water",1,"The Boy in the Iceberg",1,"Aang","Not magic, airbending.  It lets me control the air currents around my glider and fly.","[He moves his glider around him, visually demonstrating what he is talking about.]","‎Michael Dante DiMartino, Bryan Konietzko, Aaron Ehasz, Peter Goldfinger, Josh Stolberg","Dave Filoni",8.1,0,35
122,"Water",1,"The Boy in the Iceberg",1,"Sokka","Ya know, last time I checked, humans can't fly!","[Mockingly states his disbelief.]","‎Michael Dante DiMartino, Bryan Konietzko, Aaron Ehasz, Peter Goldfinger, Josh Stolberg","Dave Filoni",8.1,0,35
123,"Water",1,"The Boy in the Iceberg",1,"Aang","Check again!","[Accepting Sokka's challenge, smiling.]","‎Michael Dante DiMartino, Bryan Konietzko, Aaron Ehasz, Peter Goldfinger, Josh Stolberg","Dave Filoni",8.1,0,35
125,"Water",1,"The Boy in the Iceberg",1,"Village girl","He's flying!","[In admiration.]","‎Michael Dante DiMartino, Bryan Konietzko, Aaron Ehasz, Peter Goldfinger, Josh Stolberg","Dave Filoni",8.1,0,36
127,"Water",1,"The Boy in the Iceberg",1,"Village girl","It's amazing!",NA,"‎Michael Dante DiMartino, Bryan Konietzko, Aaron Ehasz, Peter Goldfinger, Josh Stolberg","Dave Filoni",8.1,0,37
129,"Water",1,"The Boy in the Iceberg",1,"Sokka","My watchtower!","[Shocked.]","‎Michael Dante DiMartino, Bryan Konietzko, Aaron Ehasz, Peter Goldfinger, Josh Stolberg","Dave Filoni",8.1,0,38
131,"Water",1,"The Boy in the Iceberg",1,"Katara","That was amazing!","[Offering her hand to pull him out of the snow.]","‎Michael Dante DiMartino, Bryan Konietzko, Aaron Ehasz, Peter Goldfinger, Josh Stolberg","Dave Filoni",8.1,0,39
133,"Water",1,"The Boy in the Iceberg",1,"Sokka","Great. You're an airbender, Katara's a waterbender. Together you can just waste time all day long.","[Annoyed.]","‎Michael Dante DiMartino, Bryan Konietzko, Aaron Ehasz, Peter Goldfinger, Josh Stolberg","Dave Filoni",8.1,0,40
133,"Water",1,"The Boy in the Iceberg",1,"Sokka","Great. You're an airbender, Katara's a waterbender. Together you can just waste time all day long.","[He wedges himself free from underneath the weight of the snow and stalks off.]","‎Michael Dante DiMartino, Bryan Konietzko, Aaron Ehasz, Peter Goldfinger, Josh Stolberg","Dave Filoni",8.1,0,40
134,"Water",1,"The Boy in the Iceberg",1,"Aang","You're a waterbender?","[Surprised and with admiration.]","‎Michael Dante DiMartino, Bryan Konietzko, Aaron Ehasz, Peter Goldfinger, Josh Stolberg","Dave Filoni",8.1,0,40
135,"Water",1,"The Boy in the Iceberg",1,"Katara","Well, sort of. Not yet.","[Nervously.]","‎Michael Dante DiMartino, Bryan Konietzko, Aaron Ehasz, Peter Goldfinger, Josh Stolberg","Dave Filoni",8.1,0,40
136,"Water",1,"The Boy in the Iceberg",1,"Kanna","All right, no more playing. Come on, Katara, you have chores.",NA,"‎Michael Dante DiMartino, Bryan Konietzko, Aaron Ehasz, Peter Goldfinger, Josh Stolberg","Dave Filoni",8.1,0,40
138,"Water",1,"The Boy in the Iceberg",1,"Katara","I told you, he's the real thing Gran-Gran! I finally found a bender to teach me!","[Excitedly.]","‎Michael Dante DiMartino, Bryan Konietzko, Aaron Ehasz, Peter Goldfinger, Josh Stolberg","Dave Filoni",8.1,0,41
139,"Water",1,"The Boy in the Iceberg",1,"Kanna","Katara, try not to put all your hopes in this boy.","[Calmly.]","‎Michael Dante DiMartino, Bryan Konietzko, Aaron Ehasz, Peter Goldfinger, Josh Stolberg","Dave Filoni",8.1,0,41
140,"Water",1,"The Boy in the Iceberg",1,"Katara","But he's special! I can tell!  I sense he's filled with much wisdom.","[Clenches her fist and closes her eyes in hope.]","‎Michael Dante DiMartino, Bryan Konietzko, Aaron Ehasz, Peter Goldfinger, Josh Stolberg","Dave Filoni",8.1,0,41
142,"Water",1,"The Boy in the Iceberg",1,"Aang","See? Now my tongue is stuck to my staff!","[Muffled.]","‎Michael Dante DiMartino, Bryan Konietzko, Aaron Ehasz, Peter Goldfinger, Josh Stolberg","Dave Filoni",8.1,0,42
144,"Water",1,"The Boy in the Iceberg",1,"Iroh","Again.","[Sternly.]","‎Michael Dante DiMartino, Bryan Konietzko, Aaron Ehasz, Peter Goldfinger, Josh Stolberg","Dave Filoni",8.1,0,43
146,"Water",1,"The Boy in the Iceberg",1,"Iroh","No!  Power in firebending comes from the breath , not the muscles.  The breath becomes energy in the body. The energy extends past your limbs and becomes: fire!  Get it right this time.","[Sighs while he gets up.]","‎Michael Dante DiMartino, Bryan Konietzko, Aaron Ehasz, Peter Goldfinger, Josh Stolberg","Dave Filoni",8.1,0,44
146,"Water",1,"The Boy in the Iceberg",1,"Iroh","No!  Power in firebending comes from the breath , not the muscles.  The breath becomes energy in the body. The energy extends past your limbs and becomes: fire!  Get it right this time.","[Zuko lowers his arms and looks at his uncle.]","‎Michael Dante DiMartino, Bryan Konietzko, Aaron Ehasz, Peter Goldfinger, Josh Stolberg","Dave Filoni",8.1,0,44
146,"Water",1,"The Boy in the Iceberg",1,"Iroh","No!  Power in firebending comes from the breath , not the muscles.  The breath becomes energy in the body. The energy extends past your limbs and becomes: fire!  Get it right this time.","[Iroh moves his both hand up in front of him to emphasize the breathing motion.]","‎Michael Dante DiMartino, Bryan Konietzko, Aaron Ehasz, Peter Goldfinger, Josh Stolberg","Dave Filoni",8.1,0,44
146,"Water",1,"The Boy in the Iceberg",1,"Iroh","No!  Power in firebending comes from the breath , not the muscles.  The breath becomes energy in the body. The energy extends past your limbs and becomes: fire!  Get it right this time.","[He stretches his left arm out as if he was sending a fire blast.]","‎Michael Dante DiMartino, Bryan Konietzko, Aaron Ehasz, Peter Goldfinger, Josh Stolberg","Dave Filoni",8.1,0,44
146,"Water",1,"The Boy in the Iceberg",1,"Iroh","No!  Power in firebending comes from the breath , not the muscles.  The breath becomes energy in the body. The energy extends past your limbs and becomes: fire!  Get it right this time.","[Iroh directs a fire blast at his nephew that evaporates just before it would scorch him.]","‎Michael Dante DiMartino, Bryan Konietzko, Aaron Ehasz, Peter Goldfinger, Josh Stolberg","Dave Filoni",8.1,0,44
147,"Water",1,"The Boy in the Iceberg",1,"Zuko","Enough! I've been drilling this sequence all day. Teach me the next set! I'm more than ready!","[With suppressed anger, he walks toward his uncle and addresses him.]","‎Michael Dante DiMartino, Bryan Konietzko, Aaron Ehasz, Peter Goldfinger, Josh Stolberg","Dave Filoni",8.1,0,44
148,"Water",1,"The Boy in the Iceberg",1,"Iroh","No, you are impatient.  You have yet to master your basics.  Drill it again!","[He sits down again on his chair.]","‎Michael Dante DiMartino, Bryan Konietzko, Aaron Ehasz, Peter Goldfinger, Josh Stolberg","Dave Filoni",8.1,0,44
148,"Water",1,"The Boy in the Iceberg",1,"Iroh","No, you are impatient.  You have yet to master your basics.  Drill it again!","[He yells his order.]","‎Michael Dante DiMartino, Bryan Konietzko, Aaron Ehasz, Peter Goldfinger, Josh Stolberg","Dave Filoni",8.1,0,44
150,"Water",1,"The Boy in the Iceberg",1,"Zuko","The sages tell us that the Avatar is the last airbender.  He must be over a hundred years old by now. He's had a century to master the four elements! I'll need more than basic firebending to defeat him.  You will teach me the advanced set!","[The suppressed anger is very apparent in his voice.]","‎Michael Dante DiMartino, Bryan Konietzko, Aaron Ehasz, Peter Goldfinger, Josh Stolberg","Dave Filoni",8.1,0,45
150,"Water",1,"The Boy in the Iceberg",1,"Zuko","The sages tell us that the Avatar is the last airbender.  He must be over a hundred years old by now. He's had a century to master the four elements! I'll need more than basic firebending to defeat him.  You will teach me the advanced set!","[Close-up of Iroh, who does not look pleased with the attitude of his nephew.]","‎Michael Dante DiMartino, Bryan Konietzko, Aaron Ehasz, Peter Goldfinger, Josh Stolberg","Dave Filoni",8.1,0,45
150,"Water",1,"The Boy in the Iceberg",1,"Zuko","The sages tell us that the Avatar is the last airbender.  He must be over a hundred years old by now. He's had a century to master the four elements! I'll need more than basic firebending to defeat him.  You will teach me the advanced set!","[Starts to yell at his uncle.]","‎Michael Dante DiMartino, Bryan Konietzko, Aaron Ehasz, Peter Goldfinger, Josh Stolberg","Dave Filoni",8.1,0,45
151,"Water",1,"The Boy in the Iceberg",1,"Iroh","Very well,  but first, I must finish my roast duck.","[Concedes reluctantly. On a dire tone.]","‎Michael Dante DiMartino, Bryan Konietzko, Aaron Ehasz, Peter Goldfinger, Josh Stolberg","Dave Filoni",8.1,0,45
151,"Water",1,"The Boy in the Iceberg",1,"Iroh","Very well,  but first, I must finish my roast duck.","[His expression changes completely to one of delight as he picks something up from the ground.]","‎Michael Dante DiMartino, Bryan Konietzko, Aaron Ehasz, Peter Goldfinger, Josh Stolberg","Dave Filoni",8.1,0,45
151,"Water",1,"The Boy in the Iceberg",1,"Iroh","Very well,  but first, I must finish my roast duck.","[He quickly munches down the roast duck, much to the dismay of Zuko.]","‎Michael Dante DiMartino, Bryan Konietzko, Aaron Ehasz, Peter Goldfinger, Josh Stolberg","Dave Filoni",8.1,0,45
153,"Water",1,"The Boy in the Iceberg",1,"Sokka","Now men, it's important that you show no fear when you face a firebender.  In the Water Tribe, we fight to the last man standing! For without courage, how can we call ourselves men?","[With a stern expression.]","‎Michael Dante DiMartino, Bryan Konietzko, Aaron Ehasz, Peter Goldfinger, Josh Stolberg","Dave Filoni",8.1,0,46
153,"Water",1,"The Boy in the Iceberg",1,"Sokka","Now men, it's important that you show no fear when you face a firebender.  In the Water Tribe, we fight to the last man standing! For without courage, how can we call ourselves men?","[He brings out his club and holds it proudly.]","‎Michael Dante DiMartino, Bryan Konietzko, Aaron Ehasz, Peter Goldfinger, Josh Stolberg","Dave Filoni",8.1,0,46
153,"Water",1,"The Boy in the Iceberg",1,"Sokka","Now men, it's important that you show no fear when you face a firebender.  In the Water Tribe, we fight to the last man standing! For without courage, how can we call ourselves men?","[He clutches his fist to emphasize the word ""men"" as he stares down the people in front of him.]","‎Michael Dante DiMartino, Bryan Konietzko, Aaron Ehasz, Peter Goldfinger, Josh Stolberg","Dave Filoni",8.1,0,46
155,"Water",1,"The Boy in the Iceberg",1,"Southern Water Tribe boy","I gotta pee!","[Waving his hand in the air.]","‎Michael Dante DiMartino, Bryan Konietzko, Aaron Ehasz, Peter Goldfinger, Josh Stolberg","Dave Filoni",8.1,0,47
156,"Water",1,"The Boy in the Iceberg",1,"Sokka","Listen! Until your fathers return from the War, they're counting on you to be the men of this tribe, and that means no potty breaks!","[Angrily.]","‎Michael Dante DiMartino, Bryan Konietzko, Aaron Ehasz, Peter Goldfinger, Josh Stolberg","Dave Filoni",8.1,0,47
156,"Water",1,"The Boy in the Iceberg",1,"Sokka","Listen! Until your fathers return from the War, they're counting on you to be the men of this tribe, and that means no potty breaks!","[He makes some wide arm gestures to emphasize his words again.]","‎Michael Dante DiMartino, Bryan Konietzko, Aaron Ehasz, Peter Goldfinger, Josh Stolberg","Dave Filoni",8.1,0,47
157,"Water",1,"The Boy in the Iceberg",1,"Southern Water Tribe boy","But I really gotta go!",NA,"‎Michael Dante DiMartino, Bryan Konietzko, Aaron Ehasz, Peter Goldfinger, Josh Stolberg","Dave Filoni",8.1,0,47
158,"Water",1,"The Boy in the Iceberg",1,"Sokka","Okay, who else has to go?","[Sighs.]","‎Michael Dante DiMartino, Bryan Konietzko, Aaron Ehasz, Peter Goldfinger, Josh Stolberg","Dave Filoni",8.1,0,47
160,"Water",1,"The Boy in the Iceberg",1,"Katara","Have you seen Aang? Gran-Gran said he disappeared over an hour ago.","[Runs up to Sokka as the children leave. In a worried tone.]","‎Michael Dante DiMartino, Bryan Konietzko, Aaron Ehasz, Peter Goldfinger, Josh Stolberg","Dave Filoni",8.1,0,48
162,"Water",1,"The Boy in the Iceberg",1,"Aang","Wow! Everything freezes in there!","[Amused.]","‎Michael Dante DiMartino, Bryan Konietzko, Aaron Ehasz, Peter Goldfinger, Josh Stolberg","Dave Filoni",8.1,0,49
164,"Water",1,"The Boy in the Iceberg",1,"Sokka","Uh!  Katara, get him out of here! This lesson is for warriors only!","[Annoyed.]","‎Michael Dante DiMartino, Bryan Konietzko, Aaron Ehasz, Peter Goldfinger, Josh Stolberg","Dave Filoni",8.1,0,50
164,"Water",1,"The Boy in the Iceberg",1,"Sokka","Uh!  Katara, get him out of here! This lesson is for warriors only!","[Angrily points at Aang.]","‎Michael Dante DiMartino, Bryan Konietzko, Aaron Ehasz, Peter Goldfinger, Josh Stolberg","Dave Filoni",8.1,0,50
166,"Water",1,"The Boy in the Iceberg",1,"Village boy","Whee!",NA,"‎Michael Dante DiMartino, Bryan Konietzko, Aaron Ehasz, Peter Goldfinger, Josh Stolberg","Dave Filoni",8.1,0,51
168,"Water",1,"The Boy in the Iceberg",1,"Sokka","Stop! Stop it right now!  What's wrong with you?! We don't have time for fun and games with the War going on!","[Yelling angrily.]","‎Michael Dante DiMartino, Bryan Konietzko, Aaron Ehasz, Peter Goldfinger, Josh Stolberg","Dave Filoni",8.1,0,52
168,"Water",1,"The Boy in the Iceberg",1,"Sokka","Stop! Stop it right now!  What's wrong with you?! We don't have time for fun and games with the War going on!","[The laughter of the children is stifled immediately and Appa turns his head to look at Sokka, who accusingly directs his anger to Aang.]","‎Michael Dante DiMartino, Bryan Konietzko, Aaron Ehasz, Peter Goldfinger, Josh Stolberg","Dave Filoni",8.1,0,52
170,"Water",1,"The Boy in the Iceberg",1,"Aang","What war? What are you talking about?","[Slides down from Appa's head.]","‎Michael Dante DiMartino, Bryan Konietzko, Aaron Ehasz, Peter Goldfinger, Josh Stolberg","Dave Filoni",8.1,0,53
171,"Water",1,"The Boy in the Iceberg",1,"Sokka","You're kidding, right?","[Raises one eyebrow in disbelief.]","‎Michael Dante DiMartino, Bryan Konietzko, Aaron Ehasz, Peter Goldfinger, Josh Stolberg","Dave Filoni",8.1,0,53
173,"Water",1,"The Boy in the Iceberg",1,"Aang","Penguin!","[Exclaims enthusiastically.]","‎Michael Dante DiMartino, Bryan Konietzko, Aaron Ehasz, Peter Goldfinger, Josh Stolberg","Dave Filoni",8.1,0,54
175,"Water",1,"The Boy in the Iceberg",1,"Sokka","He's kidding, right?",NA,"‎Michael Dante DiMartino, Bryan Konietzko, Aaron Ehasz, Peter Goldfinger, Josh Stolberg","Dave Filoni",8.1,0,55
177,"Water",1,"The Boy in the Iceberg",1,"Katara","Aang?",NA,"‎Michael Dante DiMartino, Bryan Konietzko, Aaron Ehasz, Peter Goldfinger, Josh Stolberg","Dave Filoni",8.1,0,56
